Job Title,Job Description
Wordpress Developer,"WordPress Support Engineer
Acquia is the open digital experience company We provide the worlds most ambitious brands with products built around Drupal to allow them to embrace innovation and create customer moments that matter At Acquia we believe in the power of community and collaboration giving our customers and partners the freedom to build tomorrow on their terms
Headquartered in the US we have been named one of North Americas fastest growing software companies by Deloitte and Inc Magazine rated a leader by the analyst community named one of the Best Places to Work in India by Great Place to Work We are Acquia We are building for the future and we want you to be a part of it
Summary
You get to guide and drive technical application design for one of Acquias most tenured clients This client has a sophisticated Wordpress footprint and requires a support engineer to assist in their continued success
Job Requirements
In this role your expertise and craftsmanship will shape the next generation of leveraged site management and managed hosting of a Wordpress application If you are interested in microservices architecture and are compelled to evolve to the next level on a product that is critical to Acquias success this is your opportunity
Basic Qualifications
Detailed knowledge of WordPress PHP and MySQL this is not an entrylevel position
Strong JavaScript HTML and CSS skills
Experienced in troubleshooting and supporting sophisticated WordPress sites
Knowledge of hosting environments domains and DNS
Comfortable with working in a fastpaced technical support environment
Have a positive demeanor and are comfortable working independently and as a member of a hardworking team
Have outstanding written and verbal communication skills
Passion for the web open source development and overall client success
Strong problemsolving abilities initiative and are comfortable performing under pressure
Good knowledge of WordPress security features plugins and knowhow to secure WordPress Enterprise sites
Extra credit
Skillset of orchestration technologies such as Kubernetes
Knowledge of configuration management tools such as Ansible
Experience with containerization technologies such as Docker
Knowledge of or experience with other CMS technologies andor opensource technologies
Crafting and implementing microservices
Comfortable with large scale task automation
Cloud hosting experience eg Amazon Web Services Google Compute Azure
Individuals seeking employment at Acquia are considered without regard to race color religion caste creed national origin age sex marital status ancestry physical or mental disability veteran status gender identity or sexual orientation Whatever you answer will not be considered in the hiring process or thereafter"
Wordpress Developer,"Technical Skills HTML5 CSS JavaScript WordPress React
Job Responsibility
Determining the structure and design of web pages
Ensuring user experience determines design choices
Developing features to enhance the user experience
Striking a balance between functional and aesthetic design
Ensuring web design is optimized for smartphones
Building reusable code for future use
Optimizing web pages for maximum speed and scalability
Utilizing a variety of markup languages to write web pages
Maintaining brand consistency throughout design
Front End Developer Requirements
Degree in Computer Science or related field
Understanding of key design principles
Proficiency with HTML CSS JavaScript WordPress and jQuery
Understanding of serverside CSS
Experience with graphic design applications such as Adobe Illustrator
Experience with responsive and adaptive design
Understanding of SEO principles
Good problem solving skills
Excellent verbal communication skills
Application Deadline 22122020
Expected Start Date 14122020
Job Type Fulltime
Salary 1070800 3506500 per month
Schedule
Morning shift
Supplemental Pay
Performance bonus
Experience
HTML5CSS3JQuery 4 years Required
wordpress HTML 3 years Required
Education
Bachelors Required
Work Remotely
Yes"
Network Administrator,"BE BCA any bachelor degree
Certification 
CCNP CCNA
Experience
1 years of overall experience as a Network Security Engineer either in Service Provider Environment or diverse enterprise network
Key Responsibilities
Management and configuration of Checkpoint Fortigate firewall IPS Technology Checkpoint Switching Routing
Configuration of Cisco Routers
Expert to handle the day to day checkpoint Fortigate firewall IPS operational issues
Initial firewall IPS testing of parameters operation support and commissioning
Knowledge of Analysis of IPSec VPNs implementation and Manage and Monitor all VPN connectivity
Experience in network monitoring in NOC SOC to identify security breaches service outages network performance issues
Knowledge of Analyse troubleshoot and investigate security related information systems anomalies based on security platform reporting network traffic log files host based and automated security alerts
Troubleshooting and root cause analysis of related issues firewall IPS Work efficiently with customer support team to solve customer issues
Analysing troubleshooting and correcting network problems remotely and on site
Maintaining and administering perimeter security systems such as firewalls and intrusion detection systems
Good Communication and can handle incident and problem management
Problem solving skills on checkpoint firewalls switching and routing devices
Good knowledge in MPLS and internet leas line links
Adhere to change control process
Has the ability to work on his her own be able to remain calm under pressure and to keep his managers informed of progress against a programme of work
Job Type Fulltime
Salary 2000000 3000000 per month
Schedule
Day shift
Experience
work 1 year Required
total work 1 year Required
Network Administration 1 year Required
Education
Bachelors Required"
PHP Developer,"Please Send Your Resume to hrderronitcom
Php Developer with around 3 years of experience in developing PHP MySQL Web and Ecommerce applications Roles Responsibilities 
Must have excellent communication skills
Understand interpret requirements write code
Should follow companys coding standards guidelines
Troubleshoot debug and create documentation of existing or new applications
Integrating user Interface design GUI with web application
Technical Skills
Must be proficient in PHP MySQL HTML CSS Javascript AJAX XML Jquery
Experience with PHP 5 and Object Oriented concepts
Experience using a PHP framework such as Cake Zend or Codeignitor would be preferred
Experience with working on CMS Ecommerce Applications
Should have experience in understanding full software development lifecycle
Experience in OOPS Framework SMARTY is preferred
Experience with Joomla WordPress Drupal Magento would be added advantage
Knowledge in integrating Facebook API OAuth authentication Google APIs Open Social API Payment gateways integration
Paypal CCavenue APIs is added advantage PHP developers with MVC Frameworks like ZEND CAKEPHP Code Igniter In depth understanding of Application architecture concepts such as presentation layer abstraction MVC database abstraction ORM
Extensive experience with PHP Zend Framework
Profound understanding of Object Oriented Design Design Patterns
Hands on coding experience in mobile CMS open source technology projects
Experience of working on complete Web Application Development lifecycles
Experience in Web Application Servers
Experience with Debugging using Xdebug or Zend Debugger and application monitoring layers like ZendServer
Experience in LAMP Linux Apache MySQL PHP installation and configuration and Administrating Linux Servers SSH Cron Jobs etc
Expert in ClientSide programming XHTML CSS JavaScript JavaScript frameworks jQuery Scriptaculous PrototypeJS
InterfaceJS Moot tools or ExtJS Experience is handling Payment gateway APIs and Open Source APIs Web Services Salary Salary Based on Eligibility Role Category Programming Design Role Software Developer"
Flutter Developer,"Must have Worked with Flutter Android Application Development
Excellent Ability to Develop Understand Algorithms
Excellent Verbal Written Communication
Strong Knowledge in Restful Web Services Experience in Interacting with Web Services from the Flutter Mobile Platform
Experience with Offline Storage Threading and Performance Tuning
Strong Knowledge in Push Notifications
Strong Knowledge in API Integrations
Analytical Problem Solving and Decision Making Skills
Should have Knowledge On Client Requirements Analysis
Knowledge in ECommerce Industry will be a plus
Job Type Fulltime
Salary 30000000 36000000 per year
Experience
Flutter 2 years Preferred
mobile app development 2 years Preferred
Work Remotely
No"
Java Developer,Strong Experience in Java8 Rich Expertise in Java frameworks like Spring MVC Springboot Hibernate RestAPI and Microservices Knowledge in JavaScript CSS and HTML5 etc added advantage Knowledge in database and SQL skills Exposure to CI CD tools Experience in working with global teams in AgileScrum methodology Responsibilities To Design Develop Test and Deploy applications and maintain existing systems Ability to work in ScrumAgile environment Communicating with clientproduct owner for requirement gathering Revise update refactor and debug code Strong analytical logical skills
JavaScript Developer,"Web Developer Javascript RESTful web services20000PUU
Applicants are required to read write and speak the following languages English
Preferred Qualifications
Come join Oracle and help us build the next generation of advanced services for the worlds most popular database We are hiring a team of talented and creative professionals to help us build out our monitoring management and provisioning tools for our customers private database cloud environments Our web application will utilize the latest technologies to provide a cutting edge desktoplike user experience in the browser
For this position we are seeking a senior web developer to join our growing team in Reston VA
Responsibilities
Write code in HTML JavaScript and CSS that meets the functional specifications
Expert with one or more modern javascript frameworks like KnockoutJs BackboneJS AngularJS or ReactJS
Collaborate with UI Designer to prototype the user experience during the design phase
Develop unit tests using JavaScript testing frameworks
Assist with build and deployment automation scripts
Design REST APIs
Troubleshoot and resolve performance issues in the web application
Qualifications
Expert programmer in Javascript
Frontend web development experience with HTML5 JavaScript and CSS3
Understanding of AJAX objectoriented JavaScript the DOM and JSON
Good knowledge of problems and solutions for cross browser compatibility
Experience with Javascript build tools such as Grunt or Gulp
Experience writing RESTful web services
Have spent time as part of an agile development team preferably Scrum
5 years of industry experience
BSMS in computer science or related field
Detailed Description and Job Requirements
Design develop troubleshoot and debug software programs for databases applications tools networks etc
As a member of the software engineering division you will take an active role in the definition and evolution of standard practices and procedures You will be responsible for defining and developing software for tasks associated with the developing designing and debugging of software applications or operating systems
Work is nonroutine and very complex involving the application of advanced technicalbusiness skills in area of specialization Leading contributor individually and as a team member providing direction and mentoring to others BS or MS degree or equivalent experience relevant to functional area 7 years of software engineering or related experience
Oracle is an Equal Employment Opportunity Employer All qualified applicants will receive consideration for employment without regard to race color religion sex national origin sexual orientation gender identity disability and protected veterans status or any other characteristic protected by law
Job Product Development
Location ININIndiaBengaluru
Job Type Regular Employee Hire
Organization Oracle"
iOS Developer,"We are looking to hire a talented iOS Developer to design build and maintain the next generation of iOS applications Your primary focus will be developing highend iOS applications for the latest Apple mobile devices Your duties may include collaborating with the design team for new application features identifying and fixing application bottlenecks maintaining the core code and updating applications published on the App Store
To ensure success as an iOS Developer you should have a strong working knowledge of iOS Frameworks be proficient in ObjectiveC and be able to work as part of a team Ultimately an outstanding iOS Developer should be able to create functional attractive applications that perfectly meet the needs of the user
iOS Developer Responsibilities
Designing and building mobile applications for Apples iOS platform
Collaborating with the design team to define app features
Ensuring quality and performance of application to specifications
Identifying potential problems and resolving application bottlenecks
Fixing application bugs before final release
Publishing application on App Store
Maintaining the code and atomization of the application
Designing and implementing application updates
iOS Developer Requirements
Bachelors degree in Computer Science or Software Engineering
Proven experience as an app developer
Proficient in ObjectiveC Swift and Cocoa Touch
Extensive experience with iOS Frameworks such as Core Data and Core Animation
Knowledge of iOS backend services
Knowledge of Apples design principals and application interface guidelines
Proficient in code versioning tools including Mercurial Git and SVN
Knowledge of Cbased libraries
Familiarity with push notifications APIs and cloud messaging
Experience with continuous integratio
Maximum Exp 6month to 1 year
Candidate Should be from Mumbai location Only can Apply for Same
Need Immidetly Joiner joining will be from 12112020
Candidate calls for more detail to schedule the interview for 11th NOV 2020
HR Krishna 7400392271
HR Rohan 7021123732
Application Deadline 14112020
Job Types Fulltime WalkIn
Salary From 2000000 per week
Schedule
Day shift
Experience
work 1 year Preferred
total work 1 year Preferred
iOS 1 year Preferred
Education
Bachelors Preferred
Programming Languages needed
ObjectiveC Preferred
Work Remotely
Yes"
Backend Developer,"Schbang is looking for experienced Back End Developers
Experience 34 years
Skills Required
Proficiency in Database MySQL MongoDB
Proficiency in best practices for building backend services like Session management caching authentication etc
Strong proficiency with JavaScript ES6 or ECMA 2015 on the NodeJs platform
Proficient understanding of code versioning tools such as GitHub
Bonus points for experience with React or Vuejs
Job Type Fulltime
Salary 2000000 4000000 per month
Schedule
Monday to Friday
Experience
Programming 3 years Required
work 3 years Required
total work 3 years Required
Education
Bachelors Required
Work Remotely
Temporarily due to COVID19"
Django Developer,"Extensive experience with Django and Python
Experience building APIs using a microservice architecture
Experience building unit tests
Understanding of the DevOps culture
Bonus Kafka eventdriven architecture
Job Type Fulltime
Salary 2000000 3500000 per month
Experience
total work 2 years Required
Education
Bachelors Required
Work Remotely
Yes"
Database Administrator,descriptionthe application administrator ii application design configuration analyst vendorpurchased nmhc developed application act liaison designated department super user application vendor educator support staff regarding application upgrade service request optimization application administrator ii generally focus one primary area expertise often crosstrained related application application focus area include patient access revenue cycle clinical ancillary department andor administrative corporate application position function application team member often taking work direction application administrator lead project manager application administrator ii work closely resource educator conjunction infrastructure service staff customer support staff maintain optimize support application system environment unitdepartment specific applicable security additional knowledge coordination user security including user role definition template source system user identification integration network service expected work closely application infrastructure staff support security policy procedure accountability proactively participates workflow process including 1 incident problem management 2 service request management 3 change control management 4 project management analyzes customer support issue identify application system problem possible solution timely accurate manner work closely system analyst resource educator customer support staff provide application support accurately translates business requirement detaillevel system specification evaluates current system capability accountable application configuration application installation implementation enhancement rollout may perform basic project planning management understands workflow objective provide application reporting workbench report meet business owner need work measurement reporting staff align workflow clarityboe report participates downtime communication recovery process activity application environment plan document test script executes track result testing program support application process quality control access control administrator assigned application grant revoke change computer access requested approved per north memorial policy proceduresrequirementseducation babs information technology healthcare related business certifiedassociate degree 5 year related application use business healthcare work experience experience minimum 3 year healthcare related field using information technology daily operation knowledge skill ability demonstrated analytical critical thinking skill process development problem resolution demonstrated customer service methodology accountability knowledge healthcare process application system coordination knowledge database structure reporting technique tool license requirement maintained professionalclinical competence certification andor licensure applicable nmhc standard certified training followed demonstrated competency certification applicable software within six 6 week class completion nmhc standard epic resolute certification preferred
Database Administrator,junior database administrator fellowship database management experience used help million jew need year international fellowship christian jew nonprofit organization u headquarters downtown chicago offer ray hope vulnerable jew around world also serve great resource building bridge understanding christian jew junior dba responsibility daily database administration maintenance ensuring security integrity performance database server also provide support oversite data integration external vendor fulfill data segmentation request growing career great meaning serving others perform following function troubleshooting database configuration performance reliability issuesmaintaining database documentation monthly basis testing disaster recovery failover plan fulfilling data segmentation request ensuring adherence request workflow business process developing deploying maintaining extract transform load etl process supporting department effectively reliably use data stored external vendor auditing data held external vendor ensure integrity timely synchronization researching product framework trend tool improve efficiency offering dba team information service department ideal candidate posse quality experience bachelor degree computer science equivalent discipline equivalent experience 13 year experience database management writing sql database query knowledge backup restores modern version microsoft sql server extract transformation load etl development skill exposure working directly analytics marketing production department experience nonprofit environment nonprofit customer plus strong ability effectively tactfully communicate orally writing integrating nontechnical term management end user information reporting delivery solution good analytical problem solving skill detailorientation highly organized strong initiative good judgment ability prioritize manage multiple project adhering strict timeline offer friendly rewarding place work great benefit office located near public transportation interest ha piqued heart touched please submit cover letter resume salary requirement journey helping others the fellowship s mission begin thank interest joining team equal opportunity employer
Network Administrator,"Hardware Network
a Understand issues from user perspective and reach out to appropriate resolver groups
b Decode the error alarm status understand the failed unit device and provide hands and feet support in resolution through strong hardware and networking troubleshooting techniques
Switching
a Carry out Standard Configuration on Switch according to the template
b Carry out VLAN Mapping to IP Address using SVI Vlan Interfaces Port mapping Port security Perform Port Aggregation Link Configuration Access Trunk
Routing
a Troubleshoot Routing issuesEIGRPOSPF OverUtilization Reachability VPN connectivity
b Apply standard SOP based Configurations on routers AAA TACACS Radius Banner Standard accesslist GRE VPN Configurations
WLAN
a Troubleshoot WAP isolation issues authentication issues Validate with CAP WAP messages
b Carry out configuration such as group Creation accesscontrol and documented Changes
Network Management Tools
a Troubleshoot MACD failures
b Monitor and report capacity breach status such as license
c Monitor health status as defined in SOP Technical Skills
Network Components Devices F
Switches Soft Switches Multilayer Switches F
Routers Bridge Routers F
Wireless Access Points WAPs Wireless Network Interface Controller F
PBX F
Behavioural Skills
Email Communication Presentation Public Speaking F"
Backend Developer,"Strong proficiency in PHP MySql HTML CSS GIT PHP Framework like LaravelNodejs
Have a good knowledge of OOPs
Ability to understand business requirements and translate them into technical requirements
Familiarity with code versioning tools like GIT
Ability to write clean commented and maintainable code Having a basic understanding of usability and UX
Candidates with a strong interest in Consumer finance would be preferred
Strong Knowledge of Finance Tally APIs
Candidate with at least 13 years
Customer centricity We believe an ability to empathize with merchants and customers
will help us outperform the competition and motivate us to innovate
The developer should be able to prioritize the roadmap based on customer needs
Outcome and dataoriented The developer should have the ability to define the economic rationale for every major effort and translate it into metrics
There should be an obsession with data for business iterations and improvements
Handson Willingness to go above and beyond For startups the responsibilities and
needs of the business change quickly
Were looking for a developer who is not afraid to take on new challenges and can deal with ambiguity
Ability to work with crossfunctional teams The developer must be able to manage cross functional teams customer care product merchants compliance finance teams
Having the experience of managing healthy conflicts and driving people towards customer goals and organization priorities would be valued
Job Type Fulltime
Salary 40000000 45000000 per year
Schedule
Flexible shift
Morning shift
Experience
Relevant 1 year Preferred
Location
Mumbai Maharashtra Required
Work Remotely
Temporarily due to COVID19
Speak with the employer
91 9820810817"
Django Developer,"Description
About the position
Designation Python Lead Python Django
Job Location Gurgaon
Reporting To Architect
Vacancy 5
Cab No
Working Days 5
Shift Day shift job
Experience 5 years plus Incumbent should have had prior experience of working on new solutions technologies creating architecture Should have managed team at least 45 people
Key Competencies
Expert programmer exceptional skills in frameworks new solutions development system design enhancement and modernization Python Django Mysql Frontend technologies must haves RedisMemcache Nodejs preferred
Proven project management skills including responsibility for delivering to project timetables and expertise in providing technical solutions
Ability to simultaneously work on and manage multiple tasks within the same assignment and prioritize effectively
Strong Architecture knowledge and skill experience of building architecture to build systems that supports business goals Understanding of various architectural styles
Highly motivated individual with ability to thrive in a fastpaced environment
Strong interpersonal skills and able to interact effectively within teams external team Marketing Sales Product management and partners
Strong analytical ability to create innovative solutions logical and problemsolving approach on complex issues
Excellent verbalwritten communication skills
Role Responsibilities
As a Lead Solutions you will be responsible for Project and Release management this will include
managing end to end delivery of projects measuring and adhering to defined TATs
Allocation of resources and people management
Cross team collaboration QA Platform and Delivery to ensure project implementation
Create process frameworks 
To install solutions by determining and designing system specifications standards and programming
Solutions by developing documentation flowcharts layouts diagrams charts code comments and clear code
To determine operational feasibility by evaluating analysis problem definition requirements solution development and proposed solutions
Designing solutions and architecture
Convert product specs to tech specs
Feasibility analysis of products
Train and coach other team members"
Software Engineer,"GSN Games is looking for a Software Engineer Java to join our team in Bangalore
Jackpot About the GSN Games Casino Studio
Slots bingo cards and more Work on incredible games including a top10 grossing app alongside the best in the business
About the Role
You have a solid understanding of web and mobile stacks building critical application features using industrystandard engineering best practices You have experience working with large scale applications You are an enthusiastic and high energy worker who thrives on being in a vibrant creative and fun work environment building the backend systems that power the games that millions of people play every day
Job Responsibilities
Work with team members to design build and maintain newexisting features and products
Define engineering best practices
Provide production support system diagnosis and troubleshooting
Support and be a critical part of our DevOps culture
Requirements
24 years of software development experience
Experience and skilled with JavaJ2EE including Spring and Hibernate
Experience working on applications using SOA REST design principles
Experience working with scalable architectures and environment
Experience with performance testing and tuning applications
Experience working on multithreaded applications
Strong fundamentals in Data Structures and Algorithms
A flexible selfstarter who thrives on the challenges of working with new and varied technologies
Strong understanding of designprogramming bestpractices and various design patterns
Experience working in scrumagile teams
Strong communication skills
Bachelors Degrees in Computer Science or work experience equivalent
Bonus Points
Experience and skilled with cloudbased services especially Amazon Web Services AWS
Experience with Mongo DB
Experience working in the games industry
Love playing games"
Database Administrator,looking next opportunity choose parkland discover meaningful job feel like whether work directly patient use talent support care part team providing valuable health service dallas county resident opportunity put skill work support grow advance job field step career make substantial difference patientsand blend culture talent experience exemplary health hospital system parkland ha earned distinction one america best hospital us news world report every year since 1994 primary purpose manages administration assigned contractual agreement outside organization affecting operation dallas county hospital district program minimum specification education must bachelor s degree related field experience must five year experience contract management accounting legal service equivalent education andor experience may equivalent combination education andor experience lieu specific education andor experience stated certificationregistrationlicensure prefer paralegal certificationlicensure recognized agency local state andor national level skill special ability must knowledge contract law related contract administration must posse excellent organizational skill must detail oriented must proficient word processing spread sheet database management software package must posse excellent verbal written communication skill parkland health hospital system prohibits discrimination based age 40 race color religion sex including pregnancy sexual orientation gender identity gender expression genetic information disability national origin marital status political belief veteran status
Full Stack Developer,meraki making easier faster smarter full stack team build maintain web application manages million network device cloud customer use meraki dashboard monitor configure critical infrastructure serf ten million people every single day meraki full stack engineer product team collaborate firmware engineer design plan build new feature customer help product manager ux designer construct intuitive powerful workflow solve important problem professional around world meraki product dashboard team small fastmoving team striving make product unique balancing featurerich ability simplicity developing tool customer configure monitor network device world full stack engineer well versed wide array c concept excited jump around language platform level meraki stack example project senior full stack web developer creating security center summarizing customer network security event attacker location highlighting actionable event analyzing performance bottleneck generating device configuration customer many 1000 device rearchitecting code scalable designing firewall page unifies across customer security appliance access point switch ideal candidate built rich web uis react redux similar framework know way around web backend technology like ruby rail implement good database design relational database use postgres would thrive small engineering team excited solve openended problem across stack interested career advancement re looking leader whether mean want strong leading individual contributor want grow tech lead role bonus point following understanding networking help understand problem work develop best tool customer cisco affirmative action equal opportunity employer qualified applicant receive consideration employment without regard race color religion gender sexual orientation national origin genetic information age disability veteran status legally protected basis cisco consider employment case case basis qualified applicant arrest conviction record
PHP Developer,"We are looking at Fresher and Experienced PHP Developer for our Mobile Web Development Company in Jaipur
Job Description
Familiar with Frameworks PHPLaravel
Good Knowledge about OOPS PHP MySQL AJAX CSS HTML5
Analytical and problemsolving skills
Skilled in JavaScript and good communication
Responsibilities
Should know about web services techniques like REST SOAP XML JSON
Must have knowledge in PHP jQuery JavaScript CSS HTML MySQL
Strong knowledge in Core PHP
The PHP Developer is expected to perform development tasks are frontend backend and database development
Website Develop applications and rich multimedia as per technical specifications
Must have strong problemsolving skills programmingcoding testing and troubleshooting skills
Enthusiasm to work in a teamoriented environment or individual
Job Type Fulltime
Salary 1000000 4266200 per month
Work Remotely
No"
Full Stack Developer,facebook s mission give people power build community bring world closer together family apps service re building different kind company connects billion people around world give way share matter help bring people closer together whether re creating new product helping small business expand reach people facebook builder heart global team constantly iterating solving problem working together empower people around world build community connect meaningful way together help people build stronger community re getting started team create facebook s product used 15 billion people around world want build new feature improve existing product like messenger video group news feed search want solve unique large scale highly complex technical problem facebook seeking experienced fullstack software engineer join product team help build nextgeneration product help u connect next billion people create new feature billion interaction per day part team working help people connect around globe join u position fulltime based boston office responsibility full stack webmobile application development variety language including limited php javascript html etc create consumer product feature using internal programming language hack implement web mobile interface using xhtml cs javascript work closely pm design team define feature specification build next generation product leveraging framework react react native work closely operation infrastructure build scale backend service build report interface data feed minimum qualification 6 year programming experience 6 year experience relational database sql 6 year experience web technology javascript xhtml cs preferred qualification bs ms computer science related field experience php c 6 year experience mysql
Network Administrator,"Network Administrator
Infosys Limited
Nagpur
Job IDReference Code
INFSYSExternal103553
Work Experience
4 Years and above
Job Title
Network Administrator
Responsibilities
A day in the life of an Infoscion As part of the Infosys delivery team your primary role would be to ensure effective Design Development Validation and Support activities to assure that our clients are satisfied with the high levels of service in the technology domain You will gather the requirements and specifications to understand the client requirements in a detailed manner and translate the same into system requirements You will play a key role in the overall estimation of work requirements to provide the right information on project estimations to Technology Leads and Project Managers You would be a key contributor to building efficient programs systems and if you think you fit right in to help our clients navigate their next in their digital transformation journey this is the place for you If you think you fit right in to help our clients navigate their next in their digital transformation journey this is the place for you
Educational Requirements
Bachelor of Engineering
Service Line
Cloud Infrastructure Services
Additional Responsibilities
 Knowledge of design principles and fundamentals of architecture Understanding of performance engineering Knowledge of quality processes and estimation techniques Basic understanding of project domain Ability to translate functional nonfunctional requirements to systems requirements Ability to design and code complex programs Ability to write test cases and scenarios based on the specifications Good understanding of SDLC and agile methodologies Awareness of latest technologies and trends Logical thinking and problem solving skills along with an ability to collaborate
Technical and Professional Requirements
Primary skills Networking
Preferred Skills
Networking
Location of posting is subject to business requirements"
PHP Developer,"Strong Knowledge of Core PHP Concepts
Proven Work Experience as a PHP Developer
Experience working with Laravel CodeIgniter or similar PHP framework
Basic knowledge of PHP based CMS WordPress Shopify Magento
Flexible to work on any PHP frameworks or CMS
Good Understanding of AJAX
Good knowledge of frontend technologies such as jQuery javascript HTML5 and CSS3 Angular JS
Knowledge of object oriented PHP programming
Proficiency with MySQL
Self Learn and career oriented
Enthusiastic energetic detail oriented and selfMotivated
Should be good at team work
Good Communication Skills
Understanding of client requirements
Job Types Volunteer WalkIn
Salary 20000000 50000000 per year
Schedule
Morning shift
Experience
PHP Developer 3 years Preferred
PHP framework 3 years Preferred
Laravel 3 years Preferred
Education
Bachelors Preferred
Licence
Core PHP Preferred
Programming Languages needed
Python Preferred
Work Remotely
Temporarily due to COVID19
Speak with the employer
91 7486033281"
Backend Developer,"Duties and responsibilities
Develop record and maintain cutting edge webbased PHP applications on portal plus premium service platforms
Build innovative stateoftheart applications and collaborate with the User Experience UX team
Ensure HTML CSS and shared JavaScript is valid and consistent across applications
Prepare and maintain all applications utilizing standard development tools
Utilize backend data services and contribute to increase existing data services API
Lead the entire web application development life cycle right from concept stage to delivery and postlaunch support
Convey effectively with all task progress evaluations suggestions schedules along with technical and process issues
Document the development process architecture and standard components
Coordinate with codevelopers and keeps the project manager well informed of the status of development effort and serves as a liaison between development staff and project manager
Keep abreast of new trends and best practices in web development
PHP developer requirements and qualifications
Previous working experience as a PHP Laravel developer for x years
BSMS degree in Computer Science Engineering MIS or similar relevant field
Indepth knowledge of objectoriented PHP and Laravel 5 PHP Framework
Handson experience with SQL schema design SOLID principles REST API design
Software testing PHPUnit PHPSpec Behat
MySQL profiling and query optimization
Creative and efficient problem solver
Job Type Fulltime
Salary 70000000 120000000 per year
Schedule
Day shift
Monday to Friday
Experience
total work 6 years Required
Education
Bachelors Required
Licence
Core PHP Required
Programming Languages needed
PHP Required
Work Remotely
Temporarily due to COVID19"
DevOps Engineer,"What we are looking for
Experience in any of Google Cloud Azure or AWS is must
Strong experience in LinuxUnix Administration
Good understanding of VPNs VPCs Storage Tagging and monitoring alerting mechanisms Containerizations NAT Load Balancers Gateways
Experience in setup and working with the tools like Kubernetes Docker Elastic Search Redis Mongo Mysql Consul ActiveMQ or RabbitMQ Bitbucket Graylog Prometheus Grafana Nagios Nginx Jenkins Nexus Sonar and Rancher
Experience with Continuous DeliveryIntegrationAdoption of DevOps practices
Responsibilities
Implementing and supporting projects using cloud technologies
Build out the environment infrastructure in cloud
Responsible for resolving incidents including urgent and outage level
Production support responsibilities for infrastructure fixes
Day to day operational support of continuous integration release and source control tooling
Own monitoring alert configuration to detect triage and resolve issues quickly
Build tools to enhance production triage and improve time to detect issues
Investigate existing code and contribute fixes where applicable
Continuous performance analysis and capacity planning for our clusters
You can expect
A fastpaced highgrowth startup environment where you will gain a career and not just a job
The company to invest in your personal and professional development We support your ongoing education and training by reimbursing you for relevant educational courses
An open office culture no cabins or cubicles and a place that is looking for your input to help us grow
The support of your teammates to always do better Own it and win together
Exposure of International Retail market Learn about a high growth industry and build critical skillset
Excellent employee referral program Refer your friends work with your friends and be awarded for it
Work along with the smart creative and energetic team who truly believe in working hard and partying harder
Educational Requirement
UG BTechBE Computer Science IT or equivalent
PG MTech Computer Science IT MCA Computers or equivalent"
Flutter Developer,"Looking for a fulltime job in mobile app development
BTech BCA MAC required for this job
Job Types Fulltime Fresher
Salary From 1000000 per month
Education
 Bachelors Preferred
Location
 Surat Gujarat Preferred"
Network Administrator,"Job Duties
Hardware and Software installation and troubleshooting management
Day to day troubleshooting WIFI access points
Strong knowledge of Network and Server maintenance
Hands on experience of handling windows based servers
Able to use variety of IT Software and resolve Hardware issues
The candidate should be able to perform the work in relation to Network Administrator and Security configure and maintain all network switches routers and firewalls
What Were Looking For
A person that aspires to be a leader and has a proactive can do attitude and has a proven track record driving successful projects
Problem Solving Strategic Planning Multitasking
Energetic selfmotivated with a strong propensity to succeed
Highly organized with an ability to prioritize timesensitive assignments
Job Types Fulltime Contract
Salary 1000000 1500000 per month
Experience
work 1 year Preferred
total work 1 year Preferred
Network Administration 1 year Preferred
Education
Secondary10th Pass Preferred"
Network Administrator,"Job Summary
Job Description
1Experience in Routing Switching Firewall
2Experience into Networking admin
We are looking for immediate joiners
Job Location Hyderabad Telangana
Expected Start Date 1112020
Job Type Fulltime
Salary 12000000 50000000 per year
Experience
work 3 years Preferred
total work 5 years Preferred
Network Administration 3 years Preferred
Education
Bachelors Preferred
Work Remotely
No"
